Product SKU,Product Name,Price,Quantity,,
157,F-00100A,100,51,,
158,F-00100,100,136,,
461,F-00099A,100,2,,
1174,F-00099,100,1,,
210,F-00098,200,304,,
272,F-00097,100,86,,
563,F-00096,100,87,,
333,F-00095X,200,81,,
398,F-00095M,200,72,,
402,F-00095,200,109,,
494,F-00094X,200,126,,
574,F-00094,200,229,,
544,F-00093,200,110,,
1055,F-00091,200,443,,
296,F-00090XX,200,167,,
1160,F-00090X,200,160,,
429,F-00090M,200,181,,
428,F-00090,200,70,,
270,F-00089X,100,166,,
371,F-00089,100,653,,
848,F-00088,100,28,,
112,F-00087,70,0,,
311,F-00086,100,171,,
304,F-00082,100,286,,
912,F-00081,100,94,,
37,F-00080,70,108,,
303,F-00079,200,45,,
380,F-00078,100,89,,
332,F-00077X,200,362,,
394,F-00077,200,324,,
2,F-00074,100,236,,
936,F-00073,200,113,,
468,F-00072X,200,48,,
519,F-00072,200,334,,
474,F-00071X,200,284,,
541,F-00071,200,210,,
488,F-00070X,200,166,,
1142,F-00070,200,345,,
205,F-00069,100,63,,
125,F-00063X,100,43,,
134,F-00063,70,0,,
921,F-00062XX,200,45,,
938,F-00062X,200,248,,
969,F-00062M,200,176,,
968,F-00062,100,71,,
1170,F-00061,100,298,,
145,F-00058,70,0,,
754,F-00057XX,200,41,,
1156,F-00057XA,200,50,,
796,F-00057X,200,159,,
876,F-00057,200,177,,
142,F-00054,70,114,,
14,F-00052,70,177,,
44,F-00051,70,8,,
396,F-00048,100,93,,
661,F-00047,100,10,,
990,F-00046,100,407,,
899,F-00045,200,295,,
1131,F-00041,100,459,,
94,F-00040,70,0,,
93,F-00039,70,0,,
405,F-00038XX,200,70,,
509,F-00038X1,200,22,,
477,F-00038X,200,36,,
514,F-00038M,200,188,,
513,F-00038,200,305,,
1133,F-00037X,100,58,,
96,F-00037,70,217,,
306,F-00036,100,166,,
215,F-00035XX,200,45,,
252,F-00035X,200,72,,
274,F-00035,200,30,,
256,F-00034X,200,0,,
278,F-00034,200,181,,
926,F-00033XX,200,78,,
943,F-00033X,200,115,,
976,F-00033,200,213,,
305,F-00032,100,150,,
560,F-00031,100,132,,
92,F-00030,100,99,,
928,F-00029XX,200,80,,
947,F-00029X,200,108,,
979,F-00029,200,116,,
271,F-00028XX,200,184,,
317,F-00028X,200,59,,
372,F-00028,100,778,,
181,F-00027X,200,335,,
202,F-00027,100,463,,
790,F-00026X,200,68,,
859,F-00026M,200,43,,
858,F-00026,100,77,,
608,F-00025X,200,415,,
657,F-00025,100,59,,
218,F-00024XX,200,76,,
257,F-00024X,200,91,,
284,F-00024M,200,84,,
280,F-00024,200,19,,
409,F-00023XX,200,35,,
480,F-00023X,200,32,,
548,F-00023,200,110,,
753,F-00022XX,200,42,,
1155,F-00022XA,200,65,,
795,F-00022X,200,157,,
875,F-00022,200,154,,
927,F-00021XX,200,123,,
946,F-00021X,200,101,,
978,F-00021,200,116,,
266,F-00019,100,135,,
214,F-00018XX,200,37,,
251,F-00018X,200,71,,
273,F-00018,200,36,,
925,F-00017XX,200,79,,
942,F-00017X,200,105,,
975,F-00017,200,186,,
255,F-00016X,200,0,,
277,F-00016,200,183,,
408,F-00015XX,200,36,,
479,F-00015X,200,39,,
515,F-00015,200,116,,
404,F-00014XX,200,86,,
508,F-00014X1,200,30,,
476,F-00014X,200,75,,
512,F-00014M,200,165,,
511,F-00014,200,40,,
283,F-00012M,200,89,,
279,F-00012,200,21,,
1132,F-00011X,100,40,,
95,F-00011,70,222,,
1060,F-0000D,200,1913,,
518,F-0000C,200,447,,
248,F-0000B,200,461,,
1,F-0000A,200,351,,
531,F-00009,100,98,,
2000,A00733,20,266,,
2001,A00706,20,166,,
2002,A00679,20,155,,
2003,A00625,20,75,,
3166,3166,,3,,
3165,3165,,3,,
3164,3164,,3,,
3163,3163,,3,,
3162,3162,,3,,
3161,3161,,3,,
3160,3160,,3,,
3159,3159,,1,,
3158,3158,,9,,
3157,3157,,3,,
3156,3156,,7,,
3155,3155,,1,,
3154,3154,,3,,
3153,3153,,4,,
3152,3152,,5,,
3151,3151,,3,,
3150,3150,,3,,
3149,3149,,3,,
3148,3148,,3,,
3147,3147,,3,,
3146,3146,,17,,
3145,3145,,18,,
3144,3144,,3,,
3143,3143,,3,,
3142,3142,,3,,
3141,3141,,3,,
3140,3140,,3,,
3139,3139,,3,,
3138,3138,,21,,
3137,3137,,3,,
,3136,,1,,
3135,3135,,3,,
3134,3134,,3,,
3133,3133,,27,,
3132,3132,,5,,
3131,3131,,2,,
3130,3130,,2,,
3129,3129,,18,,
3128,3128,,18,,
3127,3127,,3,,
3126,3126,,3,,
3125,3125,,3,,
3124,3124,,1,,
3123,3123,,3,,
3122,3122,,3,,
3121,3121,,18,,
3120,3120,,3,,
3119,3119,,3,,
3118,3118,,6,,
3117,3117,,17,,
3116,3116,,18,,
3115,3115,,17,,
3114,3114,,18,,
3113,3113,,3,,
3112,3112,,3,,
3111,3111,,18,,
3110,3110,,3,,
3109,3109,,3,,
3108,3108,,3,,
3107,3107,,18,,
3106,3106,,3,,
3105,3105,,3,,
3104,3104,,18,,
3103,3103,,3,,
3102,3102,,3,,
3101,3101,,5,,
3100,3100,,3,,
3099,3099,,3,,
3098,3098,,3,,
3097,3097,,3,,
3096,3096,,3,,
3095,3095,,3,,
3094,3094,,3,,
3093,3093,,3,,
3092,3092,,3,,
3091,3091,,3,,
3090,3090,,3,,
3089,3089,,3,,
3088,3088,,3,,
3087,3087,,4,,
3086,3086,,3,,
3085,3085,,3,,
3084,3084,,3,,
3083,3083,,11,,
3082,3082,,3,,
3081,3081,,3,,
3080,3080,,3,,
3079,3079,,3,,
3078,3078,,3,,
3077,3077,,1,,
3076,3076,,3,,
3075,3075,,3,,
3074,3074,,17,,
3073,3073,,18,,
3072,3072,,19,,
3071,3071,,3,,
3070,3070,,18,,
3069,3069,,3,,
3068,3068,,13,,
3067,3067,,6,,
3066,3066,,3,,
3065,3065,,3,,
3064,3064,,3,,
3063,3063,,1,,
3062,3062,,1,,
3061,3061,,2,,
3060,3060,,3,,
3059,3059,,1,,
3058,3058,,18,,
3057,3057,,17,,
3056,3056,,6,,
3055,3055,,3,,
3054,3054,,5,,
3053,3053,,3,,
3052,3052,,14,,
3051,3051,,7,,
3050,3050,,7,,
3049,3049,,2,,
3048,3048,,3,,
3047,3047,,4,,
3046,3046,,3,,
3045,3045,,3,,
3044,3044,,7,,
3043,3043,,3,,
3042,3042,,0,,
3041,3041,,17,,
3040,3040,,3,,
3039,3039,,3,,
3038,3038,,17,,
3037,3037,,17,,
3036,3036,,3,,
3035,3035,,3,,
3034,3034,,3,,
3033,3033,,2,,
3032,3032,,3,,
3031,3031,,9,,
3030,3030,,3,,
3029,3029,,3,,
3028,3028,,18,,
3027,3027,,8,,
3026,3026,,16,,
3025,3025,,18,,
3024,3024,,3,,
3023,3023,,18,,
3022,3022,,3,,
3021,3021,,5,,
3020,3020,,3,,
3019,3019,,3,,
3018,3018,150,19,,
3017,3017,100,3,,
3016,3016,130,2,,
3015,3015,100,2,,
3014,3014,850,1,,
3013,3013,300,1,,
3012,3012,300,2,,
3011,3011,300,7,,
3010,3010,70,47,,
3009,3009,200,48,,
3008,3008,70,98,,
3007,3007,70,100,,
3006,3006,200,19,,
3005,3005,200,19,,
3004,3004,200,19,,
3003,3003,100,19,,
3002,3002,100,48,,
3001,3001,200,15,,
3000,3000,200,13,,
